epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,8060.34,0.60975,0.43104,0.98926,0.88031,0.74684,0.79727,0.36124,2.44005,0.95732,3.15168,0.00129908,0.00129908,0.00129908
179,8102.86,0.60212,0.41857,0.99661,0.89903,0.86076,0.86602,0.36632,2.40247,0.83302,3.181,0.00129512,0.00129512,0.00129512
180,8145.16,0.60866,0.42501,0.99143,0.87183,0.79747,0.82947,0.36921,2.39755,1.00253,3.18363,0.00129116,0.00129116,0.00129116
181,8187.53,0.61464,0.42719,0.99887,0.86607,0.77215,0.83455,0.37919,2.36874,0.89962,3.11297,0.0012872,0.0012872,0.0012872
182,8229.79,0.59569,0.41884,0.9846,0.89462,0.77215,0.83742,0.39092,2.31828,0.88759,2.87258,0.00128324,0.00128324,0.00128324
183,8271.63,0.58597,0.41823,0.98693,0.87966,0.74684,0.81507,0.39076,2.26663,0.94217,2.88075,0.00127928,0.00127928,0.00127928
184,8314.17,0.55997,0.39339,0.96858,0.83749,0.78481,0.81011,0.38343,2.33375,0.90569,3.03646,0.00127532,0.00127532,0.00127532
185,8356.27,0.5968,0.41452,0.98721,0.87409,0.78481,0.8177,0.37277,2.34184,0.9129,3.19192,0.00127136,0.00127136,0.00127136
186,8398.42,0.58904,0.40987,0.98539,0.90124,0.80861,0.85743,0.38029,2.28375,1.02226,2.8055,0.0012674,0.0012674,0.0012674
187,8440.25,0.60506,0.42418,0.98058,0.9235,0.76412,0.85135,0.3736,2.31394,1.02906,2.93807,0.00126344,0.00126344,0.00126344
188,8482.79,0.57363,0.39585,0.97667,0.82922,0.6962,0.76476,0.35683,2.42531,0.94994,3.22629,0.00125948,0.00125948,0.00125948
189,8525.35,0.58068,0.41277,0.98187,0.90278,0.77215,0.82749,0.32699,2.51334,0.88915,3.32537,0.00125552,0.00125552,0.00125552
190,8568.14,0.58943,0.41302,0.98145,0.85432,0.75949,0.82082,0.3366,2.47303,0.97393,3.3322,0.00125156,0.00125156,0.00125156
191,8610.58,0.58569,0.41339,0.97966,0.91936,0.6962,0.7927,0.32458,2.51744,1.10071,3.4749,0.0012476,0.0012476,0.0012476
192,8652.29,0.58659,0.40273,0.98744,0.83496,0.83256,0.82106,0.36261,2.35976,1.00956,3.28076,0.00124364,0.00124364,0.00124364
193,8694.09,0.57839,0.40827,0.97708,0.87524,0.79926,0.83302,0.35792,2.36936,1.00063,3.04811,0.00123968,0.00123968,0.00123968
194,8735.88,0.59841,0.41712,0.97556,0.82918,0.73738,0.77963,0.34602,2.42744,0.96817,3.17842,0.00123572,0.00123572,0.00123572
195,8777.69,0.59529,0.40061,0.98096,0.89463,0.77215,0.83049,0.3578,2.42718,0.95118,3.19192,0.00123176,0.00123176,0.00123176
196,8820.04,0.57533,0.39679,0.97858,0.89434,0.75001,0.80825,0.36649,2.41719,0.92382,3.16742,0.0012278,0.0012278,0.0012278
197,8862.3,0.59288,0.40856,0.98053,0.85591,0.74684,0.78667,0.36853,2.39051,0.88383,2.94257,0.00122384,0.00122384,0.00122384
198,8904.03,0.57337,0.39169,0.97475,0.89316,0.74075,0.8013,0.3614,2.38865,0.96208,3.04572,0.00121988,0.00121988,0.00121988
199,8945.96,0.56968,0.38935,0.97341,0.88652,0.70886,0.77565,0.36431,2.48582,0.98443,3.23632,0.00121592,0.00121592,0.00121592
200,8988.04,0.58357,0.39503,0.97809,0.83058,0.70886,0.76652,0.36306,2.41546,0.98611,3.04628,0.00121196,0.00121196,0.00121196
201,9030.16,0.58285,0.39125,0.98488,0.85555,0.74684,0.81156,0.36981,2.36373,0.8982,3.00562,0.001208,0.001208,0.001208
202,9072.84,0.56401,0.38984,0.97472,0.85576,0.74684,0.80888,0.37615,2.34087,0.95692,2.99434,0.00120404,0.00120404,0.00120404
203,9114.49,0.57954,0.4125,0.9843,0.92775,0.65026,0.76825,0.34466,2.40332,1.05287,3.04286,0.00120008,0.00120008,0.00120008
204,9156.51,0.56165,0.40258,0.96943,0.77398,0.73693,0.77137,0.3588,2.31615,0.99144,2.94961,0.00119612,0.00119612,0.00119612
205,9198.7,0.55052,0.39168,0.96163,0.80597,0.73614,0.78896,0.36536,2.38613,0.95331,3.09657,0.00119216,0.00119216,0.00119216
206,9240.93,0.57737,0.40159,0.97901,0.91663,0.72152,0.79674,0.35842,2.40159,1.04418,3.20601,0.0011882,0.0011882,0.0011882
207,9282.76,0.55719,0.38792,0.96731,0.88709,0.70886,0.76159,0.36171,2.38375,0.99632,3.20767,0.00118424,0.00118424,0.00118424
208,9324.41,0.54745,0.38505,0.96203,0.80535,0.73418,0.77395,0.35629,2.40132,1.02971,3.25155,0.00118028,0.00118028,0.00118028
209,9366.78,0.5521,0.38329,0.96478,0.86126,0.72152,0.8,0.35215,2.43703,0.96541,3.43045,0.00117632,0.00117632,0.00117632
210,9408.56,0.54721,0.39105,0.96472,0.88887,0.70886,0.80308,0.35605,2.4217,0.92084,3.18569,0.00117236,0.00117236,0.00117236
